Item,Perishability_Type,Season,Mandi_Location,Wholesale_Base_Price,Temperature_C,Rainfall_MM,Fuel_Price_PKR,Distance_KM,Arrival_Trucks,Demand_Index,Spoilage_Risk,Retail_Price_PKR
Fenugreek (Methi),High,Monsoon,Sukkur Grain Market,46,35.6,63.3,278.0,136,50,2,High,70.15
Rambutan (Imported),High,Spring,Multan Goods Market,1135,23.9,6.4,305.0,44,91,2,Low,1137.89
Radish (Mooli),Medium,Winter,Karachi Sabzi Mandi,35,11.2,11.5,272.5,343,78,4,Low,54.7
Onion,Low,Spring,Multan Goods Market,75,18.5,11.5,278.0,102,14,4,Low,82.11
Sweet Potato (Shakarkandi),Low,Spring,Sukkur Grain Market,116,18.8,13.5,305.0,86,96,2,Low,121.56
Loquat,High,Summer,Gujranwala Fruit Market,228,47.6,11.7,292.0,295,56,2,Medium,280.3
Eggplant (Baingan),Medium,Spring,Quetta Satellite Town Mandi,65,24.2,3.9,278.0,418,73,3,Low,89.39
Apple (Kala Kulu),Low,Winter,Gujranwala Fruit Market,259,4.8,8.9,278.0,314,95,4,Low,277.37
Mushroom (Button),High,Summer,Islamabad Sabzi Mandi,584,38.8,28.1,278.0,334,25,5,High,808.61
Red Chili (Fresh),High,Summer,Islamabad Sabzi Mandi,165,38.2,1.0,284.5,478,5,2,Medium,219.58
Bottle Gourd (Lauki),Medium,Monsoon,Karachi Sabzi Mandi,120,29.3,42.0,272.5,301,36,1,Medium,155.21
Mushroom (Button),High,Spring,Peshawar Central Mandi,692,29.0,0.9,278.0,327,90,2,Low,711.04
Onion,Low,Monsoon,Lahore Badami Bagh,167,26.6,63.9,305.0,136,29,3,Medium,201.14
Peach (Aroo),High,Monsoon,Hyderabad New Mandi,232,33.6,68.6,292.0,162,60,2,Medium,276.8
Watermelon (Tarbooz),Medium,Spring,Sukkur Grain Market,59,18.7,25.1,305.0,121,9,4,Medium,77.34
Lemon (Desi),Medium,Monsoon,Gujranwala Fruit Market,356,34.4,71.7,284.5,95,72,5,Medium,415.34
Tinda,High,Winter,Rawalpindi Raja Bazar,94,14.2,6.9,278.0,341,61,5,Low,114.11
Lychee,High,Winter,Lahore Badami Bagh,729,11.5,22.0,272.5,332,84,5,Medium,857.46
Mango (Chaunsa),High,Spring,Quetta Satellite Town Mandi,340,19.3,25.4,292.0,611,21,1,Medium,428.37
Coriander (Dhania),High,Spring,Islamabad Sabzi Mandi,84,27.5,28.5,284.5,202,50,2,Medium,108.75
Cauliflower,Medium,Summer,Multan Goods Market,82,39.2,11.0,278.0,103,58,1,Medium,100.34
Mosambi (Sweet Lime),Medium,Spring,Karachi Sabzi Mandi,162,22.2,19.2,272.5,154,72,2,Low,170.87
Bottle Gourd (Lauki),Medium,Spring,Islamabad Sabzi Mandi,114,19.7,10.6,292.0,281,57,5,Low,131.48
Grapes (Gola),High,Winter,Hyderabad New Mandi,346,15.1,14.3,292.0,119,96,2,Low,353.33
Raw Mango (Keri),Medium,Winter,Gujranwala Fruit Market,75,3.1,12.4,292.0,365,35,1,Low,97.33
Papaya,High,Spring,Multan Goods Market,231,24.3,21.0,292.0,202,102,4,Medium,278.11
Potato,Low,Summer,Peshawar Central Mandi,49,30.2,17.1,272.5,514,76,4,Medium,85.76
Mulberry (Shahtoot),High,Winter,Sukkur Grain Market,242,18.0,0.6,278.0,248,14,4,Low,257.56
Colocasia Leaves,High,Winter,Lahore Badami Bagh,93,14.1,5.6,278.0,172,85,1,Low,103.01
Garlic (Local),Low,Monsoon,Lahore Badami Bagh,479,30.6,110.7,272.5,366,98,4,Medium,571.81
Wild Plum (Jaman),High,Spring,Gujranwala Fruit Market,263,22.4,16.4,292.0,117,39,1,Low,270.23
Grapefruit,Medium,Monsoon,Gujranwala Fruit Market,98,27.1,66.0,305.0,288,53,4,Medium,131.33
Apple (Garcha),Low,Spring,Gujranwala Fruit Market,188,19.7,16.8,292.0,232,4,5,Low,206.61
Cabbage,Medium,Summer,Rawalpindi Raja Bazar,88,38.3,10.6,278.0,292,97,3,Medium,118.25
Capsicum (Shimla Mirch),High,Monsoon,Rawalpindi Raja Bazar,145,38.0,52.3,272.5,339,75,2,High,215.11
Ginger,Low,Winter,Sukkur Grain Market,401,16.9,0.9,292.0,335,93,1,Low,421.43
Arbi (Taro Root),Medium,Spring,Multan Goods Market,121,28.2,14.3,272.5,145,105,4,Low,129.4
Bitter Gourd (Karela),High,Spring,Faisalabad Grain Market,227,27.9,22.4,292.0,137,19,2,Medium,269.83
Mosambi (Sweet Lime),Medium,Monsoon,Gujranwala Fruit Market,143,32.9,69.7,305.0,243,5,3,Medium,182.14
Apple (Garcha),Low,Monsoon,Lahore Badami Bagh,267,34.0,106.6,272.5,487,35,5,Medium,335.32
Mushroom (Button),High,Summer,Multan Goods Market,364,39.1,16.6,305.0,232,65,3,Medium,433.55
Apricot (Khubani),High,Winter,Rawalpindi Raja Bazar,422,4.6,22.4,272.5,177,50,5,Medium,495.79
Zucchini (Yellow),Medium,Summer,Islamabad Sabzi Mandi,219,34.8,4.9,292.0,455,96,5,Low,246.91
Sweet Lime (Malta),Medium,Winter,Hyderabad New Mandi,214,3.2,18.8,272.5,123,68,2,Low,221.11
Melon (Kharbooza),Medium,Winter,Faisalabad Grain Market,61,14.1,3.0,305.0,164,71,5,Low,71.73
Custard Apple (Sharifa),High,Spring,Quetta Satellite Town Mandi,263,24.4,4.6,278.0,763,96,5,Medium,346.87
Eggplant (Baingan),Medium,Winter,Gujranwala Fruit Market,59,8.9,19.6,305.0,122,99,4,Low,66.93
Pomegranate (Kandhari),Low,Monsoon,Islamabad Sabzi Mandi,457,28.7,42.2,292.0,192,32,3,Medium,537.64
Beetroot (Chukandar),Medium,Spring,Karachi Sabzi Mandi,121,20.3,12.0,278.0,593,57,2,Medium,173.65
Ridge Gourd (Tori),High,Summer,Sukkur Grain Market,61,34.4,28.9,278.0,169,53,1,High,92.22
Strawberry,High,Winter,Gujranwala Fruit Market,423,16.2,6.0,305.0,111,104,1,Low,430.1
Onion,Low,Spring,Rawalpindi Raja Bazar,102,21.2,16.8,278.0,180,108,4,Low,112.59
Apricot (Khubani),High,Monsoon,Lahore Badami Bagh,451,35.0,116.7,292.0,228,7,5,High,625.53
Dates (Aseel),Low,Summer,Islamabad Sabzi Mandi,281,35.4,36.4,272.5,296,72,5,Medium,340.26
Carrot,Medium,Spring,Gujranwala Fruit Market,67,20.2,1.2,305.0,193,83,3,Low,79.42
Pineapple,Low,Spring,Lahore Badami Bagh,743,27.5,14.4,292.0,311,95,4,Low,762.11
Sarda,Medium,Monsoon,Peshawar Central Mandi,108,26.9,45.7,292.0,364,22,1,Medium,146.54
Banana (Dhaka),High,Monsoon,Gujranwala Fruit Market,199,26.2,64.5,272.5,296,45,2,Medium,245.85
Grapes (Gola),High,Winter,Lahore Badami Bagh,302,15.2,16.6,305.0,339,15,5,Low,324.95
Cabbage,Medium,Summer,Rawalpindi Raja Bazar,92,48.0,23.8,272.5,465,80,3,Medium,132.37
Mint (Pudina),High,Spring,Hyderabad New Mandi,69,19.3,29.4,272.5,66,51,1,Medium,83.18
Bottle Gourd (Lauki),Medium,Monsoon,Hyderabad New Mandi,70,34.3,69.9,305.0,77,62,4,Medium,85.68
Pineapple,Low,Monsoon,Gujranwala Fruit Market,663,29.0,57.8,284.5,397,63,5,Medium,786.33
Apple (Kala Kulu),Low,Spring,Multan Goods Market,308,29.5,12.6,278.0,175,56,1,Low,318.21
Lemon (China),Medium,Monsoon,Faisalabad Grain Market,169,31.8,106.9,284.5,142,56,2,Medium,202.92
Sweet Melon (Garma),Medium,Monsoon,Faisalabad Grain Market,74,37.6,40.4,305.0,108,103,5,Medium,92.18
Pistachio Fresh,Low,Winter,Islamabad Sabzi Mandi,1339,19.8,1.9,284.5,636,88,4,Medium,1577.75
Zucchini,Medium,Spring,Faisalabad Grain Market,88,28.0,28.5,305.0,130,23,4,Medium,110.21
Spring Onion,High,Winter,Gujranwala Fruit Market,65,12.1,13.8,284.5,165,40,2,Low,75.0
Pear (Nashpati),Medium,Summer,Multan Goods Market,142,42.0,14.1,284.5,134,87,2,Medium,171.34
Grapes (Black),High,Monsoon,Hyderabad New Mandi,349,28.0,45.3,292.0,283,86,1,Medium,418.62
Cluster Beans (Gwar),Medium,Winter,Faisalabad Grain Market,160,17.9,13.7,278.0,92,97,1,Low,165.37
Banana (Dhaka),High,Spring,Sukkur Grain Market,237,26.3,10.0,272.5,168,83,2,Low,246.64
Lettuce,High,Summer,Lahore Badami Bagh,136,44.5,14.0,292.0,348,7,4,Medium,179.82
Mosambi (Sweet Lime),Medium,Summer,Peshawar Central Mandi,202,30.5,13.5,305.0,317,14,3,Low,223.04
Pineapple,Low,Winter,Faisalabad Grain Market,763,17.3,21.9,305.0,184,80,2,Medium,889.25
Grapes (Sundarkhani),High,Winter,Sukkur Grain Market,602,18.8,12.5,272.5,60,25,1,Low,605.58
Mint (Pudina),High,Monsoon,Rawalpindi Raja Bazar,61,37.5,79.9,292.0,220,86,2,High,95.84
Papaya,High,Winter,Multan Goods Market,180,4.8,12.6,292.0,32,96,2,Low,182.04
Mango (Chaunsa),High,Winter,Faisalabad Grain Market,379,17.6,19.6,278.0,222,14,5,Low,393.36
Beetroot (Chukandar),Medium,Winter,Multan Goods Market,67,9.8,5.3,292.0,190,60,4,Low,78.85
Banana (Dhaka),High,Summer,Hyderabad New Mandi,163,40.5,37.2,292.0,284,55,4,High,237.65
Carrot,Medium,Spring,Faisalabad Grain Market,98,20.1,24.8,305.0,97,76,4,Medium,119.1
Broccoli,High,Winter,Peshawar Central Mandi,151,4.7,23.0,278.0,464,38,1,Medium,200.64
Bitter Gourd (Karela),High,Summer,Faisalabad Grain Market,137,42.5,4.4,278.0,135,33,1,Medium,165.5
Ladyfinger (Bhindi),High,Summer,Islamabad Sabzi Mandi,111,33.6,37.1,292.0,559,88,4,Medium,161.86
Grapes (Black),High,Winter,Rawalpindi Raja Bazar,346,11.1,11.3,292.0,467,4,4,Low,378.01
Bitter Gourd (Karela),High,Summer,Peshawar Central Mandi,144,31.0,3.4,272.5,347,7,2,Low,164.82
Cherry,High,Monsoon,Quetta Satellite Town Mandi,735,34.3,102.2,292.0,408,30,1,High,1017.22
Raw Mango (Keri),Medium,Spring,Hyderabad New Mandi,112,28.4,15.1,284.5,211,50,4,Low,124.86
Pumpkin (Halwa Kaddu),Low,Monsoon,Faisalabad Grain Market,93,29.9,90.0,305.0,346,20,5,Medium,130.01
Onion,Low,Spring,Peshawar Central Mandi,69,25.4,1.0,284.5,561,57,5,Medium,112.99
Onion,Low,Summer,Lahore Badami Bagh,153,46.9,25.7,278.0,455,46,5,Medium,202.78
Chiku (Sapodilla),High,Winter,Hyderabad New Mandi,110,2.1,24.0,305.0,224,50,1,Medium,140.82
Capsicum (Shimla Mirch),High,Winter,Quetta Satellite Town Mandi,99,19.1,23.6,284.5,753,16,5,Medium,159.8
Cucumber (Kheera),High,Summer,Islamabad Sabzi Mandi,77,46.0,7.4,292.0,499,108,1,Medium,118.95
Mushroom (Button),High,Winter,Rawalpindi Raja Bazar,469,19.6,19.0,284.5,313,43,3,Low,487.86
Apricot (Khubani),High,Summer,Karachi Sabzi Mandi,171,41.5,37.7,284.5,546,30,2,High,263.5
Lotus Stem (Bheen),Low,Monsoon,Hyderabad New Mandi,150,30.6,114.5,292.0,41,45,5,Medium,175.48
Fig (Anjeer Fresh),High,Summer,Karachi Sabzi Mandi,359,40.9,23.2,305.0,444,35,4,High,513.36
Cluster Beans (Gwar),Medium,Summer,Lahore Badami Bagh,99,41.6,30.2,272.5,319,46,2,Medium,132.15
Ginger,Low,Monsoon,Lahore Badami Bagh,955,31.3,118.4,292.0,179,13,4,Medium,1110.42
Radish (Mooli),Medium,Monsoon,Karachi Sabzi Mandi,55,27.1,113.1,292.0,646,40,3,High,113.88
Ladyfinger (Bhindi),High,Summer,Hyderabad New Mandi,91,41.8,36.4,305.0,137,10,5,High,133.6
Wood Apple (Bael),Low,Monsoon,Lahore Badami Bagh,119,30.4,106.3,278.0,227,14,5,Medium,151.5
Arbi (Taro Root),Medium,Spring,Karachi Sabzi Mandi,164,25.4,24.9,292.0,968,108,1,Medium,247.53
Turnip (Shalgam),Medium,Monsoon,Sukkur Grain Market,87,29.9,113.4,272.5,95,60,4,Medium,105.74
Bottle Gourd (Lauki),Medium,Winter,Multan Goods Market,64,18.6,11.9,272.5,110,82,3,Low,70.41
Dates (Aseel),Low,Monsoon,Peshawar Central Mandi,599,30.8,86.0,292.0,376,4,1,Medium,712.62
Spring Onion,High,Monsoon,Lahore Badami Bagh,72,28.4,79.7,292.0,180,20,5,Medium,94.82
Colocasia Leaves,High,Summer,Karachi Sabzi Mandi,75,46.1,14.6,292.0,468,69,1,Medium,114.78
Dates (Aseel),Low,Monsoon,Quetta Satellite Town Mandi,369,34.8,89.8,292.0,506,107,2,High,529.02
Capsicum (Shimla Mirch),High,Spring,Rawalpindi Raja Bazar,146,21.1,16.0,278.0,313,32,5,Low,164.81
Turnip (Shalgam),Medium,Summer,Peshawar Central Mandi,95,45.3,22.2,292.0,685,65,2,High,170.06
Mustard Greens (Sarson),High,Spring,Rawalpindi Raja Bazar,71,26.4,23.3,305.0,151,61,1,Medium,91.32
Lemon (Desi),Medium,Winter,Hyderabad New Mandi,274,2.9,1.3,305.0,257,51,3,Low,290.59
Orange (Kinnow),Medium,Summer,Peshawar Central Mandi,247,32.1,6.5,278.0,411,66,1,Low,270.87
Sweet Potato (Shakarkandi),Low,Summer,Hyderabad New Mandi,74,44.6,17.4,284.5,132,4,2,Medium,94.72
Turnip (Shalgam),Medium,Winter,Faisalabad Grain Market,57,5.3,13.3,278.0,301,63,3,Low,74.64
Ridge Gourd (Tori),High,Winter,Lahore Badami Bagh,92,15.7,3.5,292.0,245,42,2,Low,107.11
Mulberry (Shahtoot),High,Spring,Rawalpindi Raja Bazar,228,22.1,5.8,284.5,328,44,2,Low,247.64
Cherry,High,Monsoon,Quetta Satellite Town Mandi,1014,33.8,50.9,284.5,838,72,2,High,1418.69
Orange (Kinnow),Medium,Summer,Faisalabad Grain Market,175,44.1,8.3,272.5,218,46,1,Medium,213.72
Cucumber (Kheera),High,Summer,Rawalpindi Raja Bazar,42,31.1,36.4,305.0,368,50,2,Medium,71.86
Custard Apple (Sharifa),High,Spring,Sukkur Grain Market,259,22.0,15.1,278.0,79,20,3,Low,264.22
Yellow Bell Pepper,High,Summer,Hyderabad New Mandi,531,31.8,19.2,278.0,257,20,4,Low,546.74
Colocasia Leaves,High,Winter,Quetta Satellite Town Mandi,85,6.0,21.0,278.0,599,33,3,Medium,132.84
Red Bell Pepper,High,Summer,Multan Goods Market,459,42.8,26.5,292.0,239,106,2,High,634.27
Loquat,High,Monsoon,Quetta Satellite Town Mandi,241,35.4,63.5,292.0,361,14,1,High,347.61
Chiku (Sapodilla),High,Winter,Multan Goods Market,129,10.2,2.2,272.5,191,57,4,Low,140.15
Raw Banana (Kacha Kela),Medium,Spring,Gujranwala Fruit Market,59,18.8,9.9,278.0,68,102,1,Low,62.98
Pear (Nashpati),Medium,Spring,Multan Goods Market,147,27.9,17.9,284.5,144,23,5,Low,156.47
Arbi (Taro Root),Medium,Summer,Multan Goods Market,138,37.6,38.7,305.0,42,79,2,Medium,161.48
Mulberry (Shahtoot),High,Winter,Faisalabad Grain Market,312,10.0,11.7,292.0,328,43,3,Low,332.26
Pistachio Fresh,Low,Winter,Multan Goods Market,990,19.9,3.3,284.5,192,9,3,Low,1002.73
Dates (Rabai),Low,Winter,Gujranwala Fruit Market,457,6.6,11.3,272.5,308,6,3,Low,476.41
Avocado,Medium,Summer,Lahore Badami Bagh,1596,40.3,5.9,278.0,497,9,4,Medium,1865.98
Eggplant (Baingan),Medium,Summer,Faisalabad Grain Market,86,35.9,8.8,272.5,200,44,1,Low,97.45
Mango (Dusehri),High,Spring,Quetta Satellite Town Mandi,154,28.2,25.0,284.5,654,52,2,Medium,216.03
Onion,Low,Monsoon,Peshawar Central Mandi,202,28.9,74.8,272.5,575,109,1,High,305.38
Cabbage,Medium,Winter,Quetta Satellite Town Mandi,50,13.7,1.2,292.0,761,104,3,Medium,103.92
Falsa,High,Summer,Sukkur Grain Market,263,45.9,20.4,284.5,41,25,5,High,358.35
Jamun,High,Summer,Rawalpindi Raja Bazar,187,34.1,15.9,284.5,288,5,4,Medium,235.12
Fenugreek (Methi),High,Monsoon,Hyderabad New Mandi,85,36.8,42.0,305.0,214,24,5,High,129.25
Pear (Nashpati),Medium,Summer,Gujranwala Fruit Market,198,32.6,7.7,305.0,92,12,2,Low,204.54
Ladyfinger (Bhindi),High,Summer,Multan Goods Market,73,31.1,9.0,292.0,241,105,2,Low,87.75
Mushroom (Button),High,Summer,Sukkur Grain Market,496,44.7,21.1,292.0,318,65,2,High,689.08
Garlic (China),Low,Winter,Gujranwala Fruit Market,484,12.9,3.9,292.0,94,105,3,Low,489.85
Grapes (Gola),High,Monsoon,Rawalpindi Raja Bazar,292,29.3,113.4,272.5,560,20,1,High,426.21
Guava (Amrood),High,Spring,Sukkur Grain Market,151,20.5,27.2,305.0,178,55,4,Medium,185.28
Ridge Gourd (Tori),High,Monsoon,Faisalabad Grain Market,95,34.0,80.2,284.5,57,6,2,Medium,113.91
Green Chickpeas (Chholia),High,Monsoon,Gujranwala Fruit Market,262,28.1,93.9,278.0,307,38,4,Medium,319.54
Tinda,High,Spring,Rawalpindi Raja Bazar,68,28.6,4.8,278.0,152,63,4,Low,77.08
Pomegranate (Bedana),Low,Spring,Quetta Satellite Town Mandi,609,18.1,22.2,272.5,573,22,2,Medium,733.27
Grapes (Gola),High,Summer,Karachi Sabzi Mandi,166,40.8,20.1,278.0,322,95,2,High,242.84
Green Chilies,High,Summer,Karachi Sabzi Mandi,91,38.2,19.9,272.5,832,87,4,High,170.29
Spinach (Palak),High,Summer,Sukkur Grain Market,52,36.7,3.3,292.0,132,72,4,Medium,68.08
Banana (Sindhi),High,Winter,Multan Goods Market,149,16.0,11.7,305.0,233,27,3,Low,164.29
Strawberry,High,Winter,Multan Goods Market,359,16.8,24.6,292.0,64,77,2,Medium,416.86
Rambutan (Imported),High,Monsoon,Quetta Satellite Town Mandi,1191,28.1,103.5,272.5,339,34,5,Medium,1389.54
Mango (Chaunsa),High,Winter,Islamabad Sabzi Mandi,388,19.6,18.1,284.5,172,49,3,Low,398.46
Garlic (Local),Low,Winter,Peshawar Central Mandi,234,6.4,22.4,284.5,435,51,1,Medium,294.97
Wild Plum (Jaman),High,Spring,Rawalpindi Raja Bazar,313,27.5,13.5,292.0,424,89,5,Low,339.04
Mushroom (Button),High,Summer,Islamabad Sabzi Mandi,658,40.3,28.9,278.0,478,26,1,High,916.15
Fenugreek (Methi),High,Spring,Gujranwala Fruit Market,62,19.5,27.8,284.5,170,108,4,Medium,81.54
Beetroot (Chukandar),Medium,Summer,Faisalabad Grain Market,72,47.8,13.2,272.5,110,26,5,Medium,89.88
Grapes (Black),High,Monsoon,Islamabad Sabzi Mandi,401,34.6,73.7,278.0,529,99,1,High,572.03
Jamun,High,Spring,Karachi Sabzi Mandi,399,18.3,28.8,272.5,339,12,1,Medium,478.44
Avocado,Medium,Summer,Sukkur Grain Market,1142,32.6,3.0,292.0,57,28,1,Low,1145.62
Wild Plum (Jaman),High,Spring,Sukkur Grain Market,255,28.0,1.0,278.0,344,32,2,Low,275.2
Raw Banana (Kacha Kela),Medium,Spring,Peshawar Central Mandi,68,26.3,27.9,284.5,538,50,1,Medium,110.18
Rambutan (Imported),High,Summer,Karachi Sabzi Mandi,748,37.3,2.7,284.5,265,92,5,Medium,876.15
Mosambi (Sweet Lime),Medium,Winter,Peshawar Central Mandi,211,5.9,23.7,305.0,377,17,3,Medium,267.36
Mushroom (Button),High,Spring,Lahore Badami Bagh,399,23.6,16.2,292.0,375,71,5,Low,422.12
Cabbage,Medium,Monsoon,Peshawar Central Mandi,83,27.9,113.4,278.0,585,45,3,High,146.22
Beetroot (Chukandar),Medium,Winter,Karachi Sabzi Mandi,91,11.3,13.2,305.0,518,8,4,Medium,139.56
Yellow Bell Pepper,High,Spring,Hyderabad New Mandi,305,24.9,23.0,272.5,40,81,4,Medium,353.24
Strawberry,High,Monsoon,Peshawar Central Mandi,480,28.4,115.4,292.0,476,4,3,Medium,583.66
Garlic (Local),Low,Monsoon,Islamabad Sabzi Mandi,366,28.1,55.8,284.5,198,33,5,Medium,433.3
Lettuce,High,Summer,Karachi Sabzi Mandi,93,30.2,0.8,272.5,416,30,2,Low,116.91
Mango (Chaunsa),High,Winter,Peshawar Central Mandi,296,9.7,4.6,272.5,549,57,5,Medium,371.96
Lotus Stem (Bheen),Low,Winter,Quetta Satellite Town Mandi,108,5.8,24.7,272.5,422,24,4,Medium,148.88
Wild Plum (Jaman),High,Summer,Gujranwala Fruit Market,177,46.7,12.9,272.5,116,30,1,Medium,210.28
Bottle Gourd (Lauki),Medium,Spring,Quetta Satellite Town Mandi,68,22.1,8.8,292.0,677,42,5,Medium,119.91
Zucchini (Yellow),Medium,Spring,Sukkur Grain Market,256,28.6,2.9,305.0,292,14,5,Low,276.05
Persimmon (Amlok),Medium,Monsoon,Quetta Satellite Town Mandi,201,33.0,54.9,292.0,390,63,4,Medium,255.16
Mint (Pudina),High,Monsoon,Hyderabad New Mandi,52,35.1,90.5,284.5,249,55,1,High,85.04
Turnip (Shalgam),Medium,Monsoon,Lahore Badami Bagh,48,30.7,47.8,278.0,463,45,2,Medium,82.21
Jamun,High,Monsoon,Gujranwala Fruit Market,214,35.2,46.2,284.5,171,48,1,High,299.13
Falsa,High,Summer,Peshawar Central Mandi,337,34.9,10.1,278.0,383,68,2,Medium,409.86
Mango (Sindhri),High,Spring,Rawalpindi Raja Bazar,295,24.9,15.4,284.5,467,40,4,Low,323.12
Grapes (Gola),High,Monsoon,Multan Goods Market,281,29.4,74.4,305.0,163,41,1,Medium,333.61
Grapes (Black),High,Winter,Lahore Badami Bagh,285,9.9,14.3,284.5,194,30,4,Low,297.08
Pistachio Fresh,Low,Monsoon,Sukkur Grain Market,967,36.8,51.4,278.0,106,71,3,Medium,1118.38
Apricot (Khubani),High,Monsoon,Multan Goods Market,436,32.7,41.5,292.0,106,69,4,Medium,508.11
Mushroom (Button),High,Spring,Sukkur Grain Market,634,26.4,19.2,278.0,161,69,1,Low,643.39
Sarda,Medium,Monsoon,Hyderabad New Mandi,155,34.3,78.0,305.0,58,80,1,Medium,181.99
Wild Plum (Jaman),High,Summer,Quetta Satellite Town Mandi,322,33.4,17.9,278.0,809,48,2,Medium,417.34
Mint (Pudina),High,Spring,Hyderabad New Mandi,59,18.3,11.4,272.5,175,33,5,Low,69.6
Beetroot (Chukandar),Medium,Spring,Hyderabad New Mandi,91,28.1,10.2,278.0,150,63,3,Low,99.9
Mint (Pudina),High,Monsoon,Sukkur Grain Market,56,33.1,60.9,278.0,196,99,3,Medium,75.89
Lemon (Desi),Medium,Summer,Quetta Satellite Town Mandi,122,32.4,20.8,284.5,416,36,2,Medium,165.2
Turnip (Shalgam),Medium,Spring,Quetta Satellite Town Mandi,55,18.4,27.1,284.5,723,24,3,Medium,106.64
Arbi (Taro Root),Medium,Winter,Sukkur Grain Market,197,16.0,24.9,292.0,112,55,5,Medium,233.77
Cherry,High,Monsoon,Sukkur Grain Market,555,37.9,98.3,272.5,99,8,5,High,757.37
Pomegranate (Bedana),Low,Spring,Peshawar Central Mandi,407,27.3,15.8,292.0,516,88,5,Medium,499.69
Rambutan (Imported),High,Monsoon,Peshawar Central Mandi,1337,28.6,104.7,272.5,273,17,5,Medium,1554.3
Mosambi (Sweet Lime),Medium,Winter,Peshawar Central Mandi,130,6.9,16.2,278.0,444,5,4,Low,158.72
Wood Apple (Bael),Low,Monsoon,Karachi Sabzi Mandi,219,34.8,85.1,272.5,911,92,1,High,347.42
Tinda,High,Monsoon,Peshawar Central Mandi,130,34.0,63.4,305.0,430,58,3,Medium,177.05
Plum (Aloo Bukhara),High,Summer,Sukkur Grain Market,228,43.7,37.7,278.0,109,74,1,High,314.17
Bitter Gourd (Karela),High,Summer,Hyderabad New Mandi,108,38.7,4.8,272.5,157,22,2,Medium,133.5
Peas (Matar),High,Winter,Karachi Sabzi Mandi,152,13.2,8.5,272.5,407,64,4,Low,175.38
Fenugreek (Methi),High,Summer,Islamabad Sabzi Mandi,89,37.5,6.1,284.5,511,14,4,High,151.64
Green Chilies,High,Spring,Karachi Sabzi Mandi,119,25.5,23.6,272.5,175,6,5,Medium,150.0
Grapes (Sundarkhani),High,Summer,Peshawar Central Mandi,265,43.8,39.8,292.0,600,21,2,High,394.66
Sweet Potato (Shakarkandi),Low,Spring,Quetta Satellite Town Mandi,110,20.5,27.4,305.0,510,49,5,Medium,159.36
Raw Banana (Kacha Kela),Medium,Winter,Islamabad Sabzi Mandi,76,15.2,17.7,284.5,171,103,2,Low,86.22
Wood Apple (Bael),Low,Winter,Sukkur Grain Market,142,14.3,13.5,278.0,303,108,4,Low,159.71
Ladyfinger (Bhindi),High,Monsoon,Sukkur Grain Market,203,30.5,115.5,292.0,111,87,5,Medium,240.46
Potato,Low,Spring,Peshawar Central Mandi,80,19.8,5.3,278.0,418,52,5,Low,104.63
Pumpkin (Halwa Kaddu),Low,Monsoon,Hyderabad New Mandi,44,26.2,99.2,292.0,219,8,2,Medium,64.92
Lotus Stem (Bheen),Low,Monsoon,Peshawar Central Mandi,250,36.7,54.9,284.5,238,69,1,Medium,301.67
Apple (Garcha),Low,Monsoon,Rawalpindi Raja Bazar,216,26.4,59.5,278.0,391,32,2,Medium,271.32
Zucchini,Medium,Spring,Islamabad Sabzi Mandi,123,28.6,0.5,292.0,573,107,1,Medium,176.35
Apple (Golden),Low,Summer,Faisalabad Grain Market,278,31.8,1.0,278.0,267,30,5,Low,294.19
Mango (Chaunsa),High,Spring,Peshawar Central Mandi,407,29.3,4.1,292.0,358,77,5,Low,429.07
Grapefruit,Medium,Summer,Karachi Sabzi Mandi,144,46.2,18.9,305.0,174,108,3,Medium,176.78
Lychee,High,Spring,Karachi Sabzi Mandi,589,22.7,12.8,284.5,461,56,5,Low,616.72
Red Chili (Fresh),High,Winter,Hyderabad New Mandi,281,9.5,8.5,305.0,139,76,4,Low,290.07
Mango (Dusehri),High,Winter,Multan Goods Market,278,16.6,12.7,305.0,140,100,4,Low,287.07
Celery,High,Summer,Gujranwala Fruit Market,284,47.8,20.7,272.5,319,66,1,High,401.58
Arbi (Taro Root),Medium,Monsoon,Peshawar Central Mandi,142,35.8,99.6,278.0,511,21,2,High,221.7
Apple (Garcha),Low,Monsoon,Peshawar Central Mandi,326,30.8,103.1,305.0,645,42,2,High,481.29
Mustard Greens (Sarson),High,Monsoon,Hyderabad New Mandi,37,27.9,56.3,292.0,198,60,2,Medium,54.74
Cherry,High,Monsoon,Multan Goods Market,547,33.4,96.9,284.5,46,70,1,Medium,631.84
Dates (Aseel),Low,Spring,Rawalpindi Raja Bazar,477,25.7,15.3,272.5,615,17,2,Medium,583.96
Spinach (Palak),High,Winter,Quetta Satellite Town Mandi,54,4.5,9.3,284.5,581,14,1,Medium,96.84
Plum (Aloo Bukhara),High,Spring,Sukkur Grain Market,286,25.3,6.8,272.5,233,58,3,Low,299.46
Garlic (China),Low,Spring,Lahore Badami Bagh,618,25.7,7.0,292.0,195,23,3,Low,630.42
Persimmon (Amlok),Medium,Spring,Hyderabad New Mandi,150,19.2,9.7,305.0,51,52,1,Low,153.33
Onion,Low,Summer,Multan Goods Market,126,34.9,32.4,305.0,174,43,4,Medium,156.37
Cherry,High,Winter,Islamabad Sabzi Mandi,1059,10.7,1.6,272.5,195,28,3,Low,1070.54
